Monto,Cantidad,ITBIS,Descuento
49652.64,9,867.67,136.53
5498.95,1,40.14,496.07
43514.7,8,960.14,302.78
5992.48,3,102.81,80.12
23672.16,4,821.43,235.01
37647.26,13,662.47,140.16
856.93,12,163.0,384.96
1755.16,6,972.81,257.36
13734.91,1,47.64,481.72
7392.82,1,354.28,292.75
12393.02,19,586.91,497.89
41383.72,10,967.88,409.08
26865.87,7,831.76,274.52
9895.99,13,357.15,41.57
3320.96,2,106.14,486.84
2771.82,12,647.72,8.76
10111.27,14,756.57,437.53
38099.11,12,599.83,258.88
15448.32,10,768.71,222.07
23834.02,1,268.48,291.69
7225.36,4,804.6,67.62
40058.97,6,664.46,29.83
36117.46,4,495.4,287.51
10176.05,8,493.43,99.29
47222.26,10,457.09,19.83
31173.06,1,523.6,389.3
36467.7,2,220.22,95.58
35993.46,12,450.17,229.95
38683.58,15,339.87,358.29
15442.6,3,698.18,53.64
34108.3,9,129.55,342.02
31199.5,6,366.29,328.09
46639.63,8,176.31,440.16
38796.42,5,612.6,489.36
33797.3,5,612.18,11.07
27636.62,2,112.57,208.14
18883.28,14,745.32,397.36
32348.36,4,995.89,138.79
41986.38,11,867.61,450.77
1213.73,5,878.65,118.65
17423.58,18,324.13,172.63
8783.02,2,255.71,5.51
13258.18,14,215.01,391.94
38554.35,19,107.15,113.33
40607.48,14,912.8,4.18
43489.14,7,583.2,197.99
49410.38,17,701.1,396.15
34475.05,7,905.12,479.99
35937.05,19,263.24,289.97
3598.3,1,538.54,173.41
49859.27,5,855.72,24.91
8407.12,2,578.46,212.27
35012.93,12,211.67,96.56
2620.22,11,697.85,381.1
2602.55,11,876.64,157.26
12736.18,10,457.8,477.73
3113.36,14,27.64,184.91
28481.44,4,20.79,361.57
25509.08,2,966.66,355.63
18544.17,11,297.84,198.46
7617.08,7,800.41,34.12
11466.27,10,616.52,280.97
21883.93,1,737.93,367.75
14583.74,19,685.05,48.97
39607.39,2,414.96,300.48
37279.47,3,961.04,371.12
16363.33,14,405.3,349.43
33305.32,2,693.56,319.12
34100.53,12,58.88,448.26
45746.49,1,91.07,141.7
13630.43,4,767.04,219.09
1934.48,18,177.19,248.5
4241.57,14,296.93,149.27
46252.17,2,881.37,34.82
25062.52,18,740.13,348.44
36679.17,17,447.69,391.85
33262.94,9,706.65,329.99
10492.84,18,940.67,455.51
40228.04,9,87.61,195.02
9850.91,13,916.5,100.91
44048.18,3,119.07,75.22
29623.89,5,486.19,255.64
16198.26,3,401.61,167.55
28511.53,4,435.47,193.69
4584.0,4,634.16,431.03
32758.49,5,153.34,464.12
34404.54,12,573.4,318.28
18825.75,6,603.9,270.83
2812.01,10,239.58,306.34
30027.39,10,54.74,128.17
40759.72,11,873.85,223.91
41200.45,8,589.42,7.57
27622.16,19,418.31,445.19
18763.57,3,583.51,330.97
8143.19,15,118.92,132.02
25971.95,10,639.14,316.96
36825.57,17,491.97,490.61
19616.34,8,872.11,275.29
22797.94,4,918.07,70.81
32103.65,10,330.91,143.28
31985.34,18,917.48,143.16
14762.08,2,328.69,172.6
18796.62,16,635.12,212.33
1180.73,11,444.67,398.67
38688.38,15,927.67,94.33
6286.52,18,528.69,272.51
9527.18,9,313.28,96.88
25664.52,6,573.6,58.94
26360.51,1,399.33,397.47
9242.87,16,847.22,496.68
49427.17,6,771.6,295.4
44244.26,6,406.93,307.23
14221.49,7,76.33,351.6
44591.3,12,913.41,207.05
37407.33,19,104.63,393.92
33135.14,6,540.2,333.57
12329.05,5,280.7,472.61
44746.22,16,173.08,498.99
7510.44,6,26.99,462.55
14765.07,2,109.15,109.72
13699.52,12,647.46,21.27
26670.88,1,569.91,235.47
49752.4,18,55.25,204.41
7791.8,8,905.78,253.66
15004.82,2,847.36,161.65
38837.17,7,638.6,347.78
24342.47,14,317.67,302.02
48235.74,16,403.35,475.6
49284.75,10,398.17,206.35
31813.78,16,23.03,337.66
12018.8,3,971.59,37.18
23928.09,7,120.28,88.34
34969.54,7,37.71,348.42
33455.77,7,194.21,488.89
1763.84,16,683.5,172.51
153.61,9,617.72,213.5
10135.02,13,440.64,157.45
49418.17,7,984.03,168.38
32130.57,1,156.99,29.18
44666.05,16,378.38,315.59
42571.72,15,474.92,475.62
12101.01,17,808.21,44.63
39342.78,18,901.69,477.25
33650.04,17,446.12,130.98
16432.22,17,681.58,138.23
32498.63,19,850.47,242.06
17645.95,7,970.55,456.15
26686.7,2,615.86,320.81
32164.67,14,82.14,460.68
47216.64,4,136.27,446.75
32128.76,16,674.48,243.64
48227.39,9,137.27,258.53
19601.75,2,195.95,488.0
9571.83,3,176.91,293.18
17507.91,2,43.58,30.65
25158.48,6,474.03,252.62
14540.36,8,698.18,122.77
31813.77,15,541.94,2.48
9312.91,1,350.08,198.17
6853.45,6,607.36,191.78
30812.84,12,286.99,418.91
10089.3,19,429.31,156.56
46169.5,10,911.37,233.47
41945.82,3,889.18,192.96
4394.27,18,884.95,498.39
9484.43,13,461.63,290.89
36281.35,4,38.89,194.33
11782.16,17,291.63,93.55
9350.29,16,247.38,340.97
24205.96,7,862.48,455.83
24698.51,5,447.92,499.43
5944.88,6,414.64,383.12
42481.16,7,904.26,316.93
25436.63,6,989.14,362.83
460.9,10,37.93,332.26
29434.16,15,766.55,325.11
25012.65,16,812.75,411.09
25998.86,14,138.07,82.7
26818.41,2,294.15,256.99
33901.22,14,625.0,72.98
13579.91,15,753.62,88.78
34673.42,16,146.58,478.15
33187.03,6,402.95,309.85
24919.17,9,755.28,477.88
49539.96,9,863.67,160.88
15580.41,1,596.75,39.0
38147.13,3,318.66,314.79
27780.18,11,86.3,228.82
20318.21,15,477.1,55.1
48280.06,7,407.32,233.15
22349.16,12,511.22,392.42
2491.92,9,161.06,348.95
6743.0,13,554.29,161.97
27094.31,5,23.59,421.61
32016.76,9,508.21,406.17
42065.58,17,204.28,249.6
4583.99,12,429.95,358.36
31056.06,11,177.54,336.33
24616.05,19,346.04,410.8
1084.73,12,102.29,134.69
11236.75,1,207.38,469.59
3008.7,19,136.94,449.5
25115.81,1,641.86,399.71
742.34,11,245.76,22.99
23505.24,17,379.43,403.9
27198.48,13,659.73,74.24
37180.71,9,183.17,174.42
11524.29,17,165.93,446.08
32438.22,2,672.05,469.93
7556.29,3,564.91,196.1
32101.44,7,579.06,235.12
615.82,15,565.25,279.69
38166.93,17,95.93,175.27
26690.75,13,280.44,295.37
17959.63,16,92.11,183.44
7907.63,7,253.63,199.02
45222.48,19,631.77,115.78
42454.62,11,177.92,39.34
908.1,2,724.27,101.86
41712.38,5,547.49,294.8
35493.96,8,803.37,349.78
14448.39,16,878.7,462.46
46249.97,10,935.27,90.12
8892.92,16,659.78,18.54
42513.27,2,692.43,299.22
33858.93,7,627.86,342.01
27266.56,10,11.83,68.6
30803.49,15,891.9,118.45
26425.29,1,60.91,158.85
36433.73,17,738.06,463.81
49789.85,7,838.61,422.81
26689.09,9,143.54,313.5
3563.26,6,865.11,254.51
44517.48,7,440.89,405.68
17327.87,18,832.41,410.17
45396.72,4,339.73,339.78
46565.02,7,215.9,348.09
44592.33,6,352.66,73.66
29743.82,12,726.08,32.63
32603.32,14,388.26,211.41
14299.06,12,127.61,59.76
1088.48,16,24.06,301.0
19050.16,12,182.98,99.88
4795.17,8,488.32,41.8
2888.39,3,514.08,230.68
7086.1,7,825.53,137.62
1403.95,9,214.81,15.19
38514.75,11,235.63,375.8
9633.18,19,715.76,375.56
49258.37,12,49.82,422.13
42782.45,8,305.95,260.88
37011.76,11,21.97,50.48
45775.8,17,719.49,413.94
14519.56,5,787.7,439.93
6418.99,3,673.9,250.28
38377.68,15,266.29,442.42
12438.55,10,483.14,222.34
41505.42,17,435.56,55.46
13323.94,14,279.1,50.97
2840.07,17,611.59,334.52
48717.77,6,568.56,430.55
41212.75,11,850.97,127.62
37938.53,19,733.84,160.06
45217.91,8,908.8,454.14
19090.68,6,754.56,49.66
10351.8,14,306.86,410.37
24106.63,4,511.92,216.95
48130.39,4,289.22,117.7
35702.04,14,301.02,295.62
25650.04,4,32.08,282.57
33098.04,16,878.83,409.21
12582.52,19,401.21,334.57
9583.59,14,337.5,346.97
43865.26,5,633.52,125.72
44372.7,12,630.53,105.5
1645.68,1,805.84,119.46
49593.28,18,722.67,498.35
11505.16,17,675.76,81.58
49493.62,15,518.1,130.42
21873.62,9,441.24,140.93
30845.09,5,143.98,107.24
37732.97,15,426.7,198.66
8573.69,19,993.47,20.81
46187.84,10,391.16,124.7
10588.19,15,567.84,74.82
37948.11,18,349.71,393.24
24977.27,16,143.61,300.26
17662.76,6,467.9,407.84
32550.34,2,322.01,45.87
31343.12,3,845.42,237.87
738.79,2,374.52,497.7
39686.48,17,94.65,198.51
27666.61,16,113.16,204.15
2151.37,16,226.22,46.16
8029.69,15,850.73,288.4
3132.18,19,302.23,10.51
47233.71,12,476.73,415.67
23201.76,2,62.55,293.27
16652.84,19,543.17,53.52
42269.68,11,274.67,475.35
20945.37,7,216.6,80.21
25736.0,7,363.15,113.13
10076.05,2,687.58,263.22
47297.39,16,132.75,305.96
10825.82,17,86.37,451.85
34683.06,6,124.98,119.73
37865.22,5,591.68,121.92
40062.38,8,203.77,257.79
11500.86,7,95.65,389.28
42722.46,8,919.22,115.42
41636.95,16,654.74,293.07
33621.42,13,79.74,297.08
6256.45,13,910.79,308.49
48396.89,8,735.91,398.88
47558.51,2,50.11,461.88
34428.1,5,568.05,65.98
8643.76,2,512.57,369.42
9578.47,6,303.97,120.38
14221.15,13,795.84,61.09
8587.25,8,246.63,263.33
28415.57,19,851.31,196.62
22204.26,1,63.3,17.39
21350.43,1,558.81,217.74
7252.01,15,262.12,481.87
13458.95,16,383.02,84.4
30714.9,11,614.51,64.01
26682.49,4,922.81,294.54
28348.86,8,133.54,434.16
6315.11,10,230.97,324.71
38688.07,11,487.29,286.6
21945.46,1,690.63,169.44
26794.59,13,26.73,472.76
40410.3,9,846.84,317.85
42962.0,1,689.52,208.86
30967.01,19,769.5,33.34
37120.02,10,678.37,380.75
49170.04,6,661.66,435.13
46767.36,8,592.72,55.01
19423.98,13,320.31,46.24
43942.44,2,316.74,403.95
792.63,15,410.56,16.16
30997.01,13,769.31,244.84
7844.69,16,243.31,150.19
29456.29,4,193.77,251.82
25166.65,2,801.7,475.47
15670.41,4,191.54,249.3
27391.07,5,607.21,252.77
18347.03,19,613.88,334.9
7834.17,18,326.94,173.7
22100.99,11,31.12,413.4
19147.96,7,849.4,209.87
35095.7,3,36.16,355.47
8739.95,18,476.09,215.13
49836.91,9,375.21,312.08
18004.66,8,642.67,483.24
3121.18,12,658.32,336.22
895.06,6,633.01,185.18
9357.32,10,713.06,22.85
36046.84,9,519.16,17.99
40014.44,14,547.77,482.24
39172.25,15,688.0,69.34
41362.45,7,469.16,166.36
14883.3,7,923.76,353.62
45978.68,9,988.75,289.69
1329.47,12,474.5,24.82
46516.83,3,780.32,80.15
14774.25,5,412.33,380.24
48343.19,9,917.18,465.68
18200.73,9,887.16,36.15
39045.51,5,495.53,199.17
26869.07,15,69.75,22.73
11992.98,14,467.17,390.86
33157.41,13,388.32,204.39
33252.35,6,66.36,82.34
3356.85,2,785.64,89.92
46269.6,5,475.82,358.2
26445.33,17,884.8,128.34
47701.51,13,670.84,457.77
19232.96,18,38.29,493.05
44345.39,1,314.96,234.04
41158.38,17,506.46,408.22
30392.15,19,462.84,234.72
4897.44,3,476.31,428.64
24688.07,18,305.2,280.97
42970.58,2,219.99,167.96
2898.11,5,505.72,372.13
36735.15,10,544.45,310.08
38340.11,18,969.74,400.32
31613.53,10,111.09,257.28
8466.46,5,242.63,240.09
43598.6,4,925.24,222.89
32666.08,6,630.67,98.78
10932.34,11,24.4,131.95
45611.02,19,443.62,68.53
10560.24,11,133.65,289.17
26333.38,5,390.97,39.31
23614.77,14,893.87,257.77
11027.23,7,613.13,210.71
15289.82,6,367.34,359.98
26807.44,15,524.21,176.46
49446.23,17,426.85,340.56
27432.12,19,642.22,451.85
22760.02,16,39.12,6.2
35439.64,15,703.6,476.64
35263.76,1,70.51,479.63
3373.01,15,160.21,62.26
15762.31,6,96.67,496.27
11904.0,12,249.19,358.21
31253.7,13,878.34,490.86
47099.9,8,960.01,260.48
30314.97,15,190.89,66.26
41172.13,5,612.07,441.88
32104.1,8,303.16,68.51
7895.63,13,130.67,374.47
14656.39,7,795.15,345.22
16395.73,12,435.53,453.84
39775.6,2,484.76,18.72
40824.96,1,40.58,324.4
44102.42,17,539.19,233.98
15833.87,12,161.41,182.23
16356.91,4,889.77,79.68
42716.64,13,164.4,392.68
7475.83,1,962.47,373.45
4716.36,15,547.4,479.26
30958.01,3,465.44,56.43
1336.18,19,795.17,222.83
26892.61,15,404.48,403.11
21125.67,1,291.48,350.6
18828.37,11,979.08,171.59
43289.11,4,70.2,491.27
11504.58,4,19.88,420.41
11260.08,2,641.34,206.14
27055.69,17,793.55,489.19
44500.45,8,730.35,404.91
37148.9,17,33.9,323.96
3016.21,14,661.12,70.92
49625.58,16,806.09,95.91
36880.53,14,293.64,255.99
44207.25,17,25.29,345.59
31485.88,2,567.29,294.32
17918.22,6,709.12,265.63
40388.2,9,554.36,30.91
25209.61,7,892.62,331.96
10461.69,1,982.89,132.59
28291.15,17,585.94,479.26
45060.74,4,440.2,448.0
433.5,11,50.03,377.05
28827.95,7,225.38,274.76
13042.44,1,543.09,39.23
19250.79,13,982.22,274.93
24345.36,8,313.9,127.49
33006.88,9,279.21,274.91
16367.64,14,428.85,160.8
16336.24,9,81.08,306.63
48677.63,18,851.57,336.95
36913.55,17,50.42,21.33
2426.66,9,540.41,253.07
34103.9,4,457.63,468.54
44579.63,19,619.96,395.64
30754.03,1,779.24,143.99
18361.39,19,848.74,131.44
32418.8,3,639.41,19.37
29942.1,11,610.45,380.0
47454.18,7,397.43,80.79
39381.51,4,365.96,112.62
1412.5,6,479.59,260.22
36464.28,14,374.93,301.79
37676.09,6,425.59,21.41
42236.21,4,656.21,186.13
30084.83,11,784.29,187.76
2547.04,13,662.62,313.46
45587.51,4,563.05,215.8
4991.58,14,234.29,245.43
444.63,1,487.73,409.09
27965.74,8,811.85,25.76
20429.07,2,510.29,400.06
22946.89,13,65.04,271.57
35417.99,2,254.74,100.17
27150.44,1,162.99,317.78
33069.66,2,567.6,108.78
26960.77,7,381.32,223.61
14976.63,5,520.1,286.77
45070.91,5,159.84,455.65
16742.4,2,478.38,155.82
3525.52,7,904.32,251.19
42683.62,17,930.77,287.09
30823.8,16,506.99,484.16
32549.01,15,839.97,201.03
14090.63,8,501.93,425.93
5423.9,11,466.06,396.09
34256.65,5,891.26,313.0
3380.64,15,187.84,332.82
49831.12,14,978.38,100.19
25808.63,9,677.47,41.9
31655.69,2,298.56,378.01
6035.63,12,370.65,339.65
31095.45,2,909.75,497.25
643.78,8,657.87,109.8
27549.26,5,464.52,35.84
16745.06,16,755.33,431.14
43774.43,7,317.25,84.52
37230.11,10,723.57,26.21
13621.16,16,439.34,398.28
41408.78,11,635.12,38.06
41734.25,16,558.58,255.48
43996.79,13,524.17,96.76
8501.31,6,830.47,199.56
41717.18,7,900.47,460.09
45464.77,5,796.81,482.93
37365.26,5,368.39,245.69
5450.06,1,469.92,378.13
8438.29,17,519.77,99.82
37471.88,12,110.87,445.72
23849.93,16,724.75,481.74
49255.28,9,973.74,148.79
36704.25,14,454.24,81.68
7376.03,7,366.21,139.44
5422.11,15,500.12,474.93
20343.38,16,243.97,209.62
47653.47,19,626.04,466.18
33073.75,7,214.24,197.31
30047.99,8,686.2,353.5
14020.86,7,406.18,321.6
33289.12,3,660.94,141.71
47278.84,12,543.59,279.83
41033.24,19,84.27,494.42
10155.98,5,953.48,417.27
34407.87,12,952.37,83.81
44122.51,1,610.4,13.07
7991.44,16,603.27,389.29
44023.32,17,177.4,223.59
15703.19,16,266.17,84.68
17059.21,7,488.09,414.64
18790.03,15,795.61,280.61
22065.98,19,680.21,302.67
11837.76,8,21.19,70.63
43435.22,1,564.68,106.21
31252.25,11,426.75,13.05
7608.95,3,669.0,338.57
6646.97,10,305.57,290.2
29207.16,12,298.19,61.14
4644.28,3,138.39,356.73
47620.48,18,123.89,253.09
12648.74,16,105.06,409.71
10384.86,16,255.46,338.86
14268.16,10,29.45,414.08
48707.73,16,50.94,398.82
394.81,9,281.88,67.16
41006.47,9,773.03,468.29
46646.04,15,175.09,110.35
7605.5,19,626.43,476.68
49803.2,12,875.23,301.03
41136.22,4,966.59,307.3
33511.4,4,120.23,77.91
15016.21,18,658.16,204.66
30371.88,13,629.35,91.81
12106.78,16,869.22,340.39
26233.42,6,774.53,292.15
31009.27,1,681.71,428.26
1327.63,14,184.52,255.98
5194.28,2,339.75,324.79
14193.26,2,38.21,159.88
41017.23,7,926.5,253.81
10821.11,3,269.49,399.01
1188.98,12,857.12,481.54
15347.77,3,505.71,390.51
21166.74,9,89.62,203.9
18259.53,7,304.0,39.83
48791.3,10,608.93,362.72
20670.69,16,496.24,171.85
45595.54,8,240.05,393.05
38130.63,6,470.65,452.25
4267.03,2,986.11,228.65
38639.12,9,351.25,391.58
1366.07,16,310.11,86.81
36986.13,10,404.79,110.04
47318.08,16,696.61,372.88
43746.69,15,647.44,208.2
9474.29,18,314.85,215.95
5105.41,6,68.18,28.9
7561.22,9,745.55,243.44
26643.67,10,169.39,191.54
19105.1,16,311.25,466.55
21648.41,5,400.38,170.23
36320.68,10,546.92,317.68
42666.53,5,360.2,205.26
6832.97,8,257.54,425.7
18827.42,4,596.61,448.04
18740.32,9,25.49,362.57
11310.27,18,28.82,397.43
157.55,4,235.62,59.99
40304.61,8,857.88,229.17
30212.99,12,544.55,212.12
25940.7,2,619.23,347.09
30758.56,12,306.88,258.55
18338.43,18,364.33,210.67
17050.86,4,981.91,115.82
49588.84,13,681.93,267.57
1861.52,17,133.73,105.46
37282.48,4,818.28,66.41
32549.6,18,511.74,404.89
35781.29,6,622.33,412.58
21756.99,3,102.02,347.97
23684.84,17,328.56,2.96
47403.93,6,926.74,436.33
29308.13,17,121.96,4.63
33065.15,7,922.37,12.17
12197.56,14,562.29,237.13
1267.37,9,565.14,26.72
35103.5,6,665.63,208.86
19069.56,4,511.5,37.67
27943.0,19,579.46,2.9
42699.0,13,175.65,117.08
46593.99,8,594.89,393.13
6311.85,3,692.42,368.38
42169.03,13,502.75,115.36
13134.13,16,180.14,1.98
46337.3,11,750.6,360.06
10020.39,3,766.77,274.88
3548.83,2,521.73,86.84
45554.06,7,800.87,464.24
10562.83,9,884.87,196.96
14465.56,8,886.05,449.1
20683.62,14,301.92,222.41
2028.87,5,704.76,129.44
28553.84,16,25.68,352.93
26072.13,14,415.63,441.29
44866.65,3,453.63,307.4
1701.08,14,138.76,416.14
31881.84,15,570.09,80.24
38705.99,4,590.7,128.18
38776.48,9,372.71,200.48
34983.84,14,625.01,298.69
15802.19,16,891.77,195.97
35477.25,19,333.87,217.71
42656.29,8,958.95,476.19
38987.54,1,242.86,239.06
13661.8,2,788.84,81.08
4548.0,1,784.12,158.17
43440.77,14,654.2,189.07
10254.63,4,375.36,11.57
15979.8,9,795.07,174.89
18001.61,2,529.43,384.62
24440.62,7,724.11,301.77
32222.35,1,964.49,157.96
43846.42,1,937.19,202.64
44985.64,12,81.54,459.67
29454.36,8,487.84,400.94
25607.02,7,885.02,256.77
10002.65,16,296.85,442.35
14009.92,15,696.74,1.42
12953.83,13,14.85,373.25
19514.73,2,281.27,130.25
10646.82,8,307.59,231.7
4534.96,11,626.5,407.68
38875.75,12,836.04,74.3
35313.97,3,971.39,61.46
12152.36,14,297.51,48.36
38569.05,16,372.98,464.5
48079.72,8,460.8,499.65
34172.83,19,648.68,29.96
47110.31,13,490.79,57.77
48156.22,9,542.8,460.38
44594.32,6,344.61,456.61
35618.33,9,604.65,416.5
4736.79,2,139.17,39.05
39688.71,11,186.49,151.27
13984.85,2,66.69,346.92
30740.75,4,303.05,341.33
17853.65,12,992.11,174.01
48145.63,4,404.92,138.07
1432.32,18,205.0,479.03
46189.19,13,272.5,320.41
37294.73,18,809.31,150.55
7042.11,15,449.23,369.03
16761.51,10,757.76,25.86
32228.75,19,947.38,444.57
23333.71,10,644.21,180.57
18078.79,1,302.89,52.4
37934.11,5,122.8,334.97
5309.16,4,27.12,202.78
10018.64,6,600.95,118.62
22984.97,9,314.34,29.47
32688.24,6,159.72,119.64
30300.15,17,909.45,432.94
19032.1,13,139.8,105.35
32793.21,19,400.92,17.48
37019.83,16,498.21,192.69
46419.38,15,299.2,382.62
44084.21,1,435.16,30.62
9509.45,3,389.71,323.21
36890.73,17,373.07,220.08
6899.22,18,521.73,117.23
13157.33,4,216.45,317.15
864.31,10,159.69,112.34
22902.7,1,939.49,388.12
8517.39,3,936.26,69.62
35818.64,12,643.36,113.66
34842.4,5,263.02,139.7
43577.09,11,285.85,306.11
7932.85,12,867.49,228.59
9163.58,11,962.36,107.08
17388.49,7,246.26,494.25
24752.77,5,123.43,140.2
13149.84,10,917.22,142.21
48695.5,16,627.99,328.96
31079.66,16,79.04,45.22
39773.47,5,677.74,452.54
11338.66,8,287.27,238.23
22670.94,17,982.61,213.61
19925.09,7,198.18,422.97
17650.79,8,249.45,358.77
28415.89,17,621.48,149.01
10856.84,17,442.95,407.89
32299.45,1,576.89,43.04
47636.87,9,955.47,80.64
15536.34,4,247.63,209.67
19297.03,1,322.47,99.23
1535.19,2,153.54,311.19
20391.94,12,580.64,174.4
39240.79,10,583.39,466.83
6006.99,11,592.83,300.85
11507.81,3,523.19,174.59
20823.76,2,686.09,39.87
18837.36,7,544.53,321.65
7615.92,3,992.94,19.73
46772.19,16,249.59,433.98
21192.45,4,906.99,9.35
18471.08,13,133.46,381.99
34685.19,10,488.77,385.26
43224.26,18,335.35,135.69
20446.52,17,196.04,243.89
9705.22,12,649.51,288.95
42350.5,13,664.34,426.16
17630.49,10,268.51,53.17
4245.95,8,662.54,355.36
19284.36,7,228.3,473.89
31645.82,9,567.12,45.85
48231.67,3,564.13,452.68
22875.57,8,386.65,268.53
31771.53,9,201.2,37.74
40942.9,9,243.9,307.03
25989.6,6,63.65,481.9
2276.37,8,179.91,480.06
5388.4,13,214.05,473.76
274.47,4,715.06,218.31
11471.2,9,167.09,386.93
18480.9,10,136.01,143.71
10131.36,7,175.5,250.11
3949.19,7,224.9,281.23
21048.96,2,754.31,413.84
25992.06,7,470.04,179.58
34376.22,10,58.54,377.76
2193.02,1,519.56,267.99
45914.84,10,882.67,253.01
45412.25,10,687.41,152.23
45575.22,9,370.49,386.26
37262.54,6,322.44,129.09
25668.66,16,893.52,355.39
20168.46,18,23.25,171.74
12174.9,6,224.27,221.32
31236.17,6,150.87,141.01
3576.83,4,478.88,417.96
25744.39,14,323.42,320.93
17353.1,17,680.54,26.27
33641.53,16,819.28,443.97
15003.59,11,624.36,203.63
35992.81,19,36.8,112.62
32726.48,6,611.46,451.56
3423.58,13,650.89,181.1
43263.02,5,668.29,182.94
10763.43,2,339.71,216.18
46271.36,6,590.42,367.05
7133.02,9,176.99,320.68
15901.65,2,552.94,114.94
4663.62,12,657.05,364.69
31972.95,4,437.02,274.53
7223.75,5,168.3,405.01
37558.14,15,660.24,69.07
20728.78,5,673.56,246.44
13707.04,7,964.06,236.73
3710.45,6,577.36,265.99
17301.27,11,419.81,226.09
21847.6,9,80.97,260.74
46503.71,10,644.88,265.97
3477.42,5,867.18,364.92
13486.68,7,791.02,222.13
38228.96,3,439.81,153.16
29374.42,17,585.53,30.88
3553.62,2,652.6,384.15
21134.16,10,948.25,375.49
12749.42,4,675.91,50.54
36048.34,1,683.32,462.82
34981.59,5,98.11,134.55
36583.62,18,281.36,487.76
21455.48,19,528.14,421.03
5759.03,15,859.95,104.54
9410.37,6,335.53,104.91
43677.05,13,154.41,22.47
35522.76,8,410.19,317.52
33166.62,12,388.86,261.86
8587.99,13,690.44,382.37
6749.13,12,237.22,23.01
29934.91,19,130.69,44.2
41353.29,19,335.41,255.53
1498.56,7,560.73,186.89
22981.13,9,235.78,347.97
21212.19,3,415.06,164.3
4188.76,14,437.76,361.83
4969.9,8,877.07,317.22
29045.21,1,590.87,396.57
45144.64,6,881.98,95.95
1875.15,8,354.17,159.11
27083.91,1,539.63,13.74
16277.07,6,776.21,300.32
5282.02,1,426.95,326.32
45766.31,2,570.57,279.78
19856.18,2,959.97,258.58
39992.81,5,980.53,309.03
20775.17,11,370.7,251.59
22247.92,6,50.97,339.32
6834.13,7,351.93,98.99
3164.84,5,246.48,122.31
6014.1,1,557.71,460.35
11138.81,13,530.32,317.14
42745.83,9,89.74,291.71
19759.32,4,166.66,3.0
20635.5,7,719.57,395.06
42270.02,4,735.11,131.9
41637.88,7,160.18,380.91
9167.7,3,789.32,97.12
5665.44,2,332.08,414.59
16842.13,3,667.22,244.36
45471.35,11,357.16,12.02
4464.89,13,480.16,332.86
44751.58,13,30.76,362.64
46836.03,9,614.29,445.99
2026.74,14,628.8,171.2
49342.22,7,891.99,489.68
11550.51,13,79.11,490.52
8174.66,10,864.9,108.59
6655.98,19,472.72,246.89
14133.04,10,596.24,203.42
27896.05,18,946.4,326.4
40819.47,13,17.47,124.6
24426.27,10,929.72,156.41
41945.73,12,197.6,410.89
25645.22,6,297.13,298.33
13591.15,3,798.02,98.01
42924.62,17,474.82,264.08
46606.05,14,596.33,0.79
9668.91,3,928.93,44.96
10363.68,15,134.57,183.06
40536.91,8,469.01,477.24
47522.25,19,876.97,273.41
22329.88,15,415.46,372.13
3451.77,7,788.19,337.3
20924.27,7,635.57,19.04
1782.98,5,636.37,111.15
38648.79,15,41.89,83.88
20095.36,8,748.56,296.49
136.62,18,396.36,2.45
9956.36,11,550.1,430.26
39737.76,5,412.65,81.42
21998.83,10,774.62,81.11
24142.02,19,868.93,341.51
12331.01,18,690.45,8.31
8951.29,12,760.84,255.61
16455.45,8,326.52,63.9
22711.67,19,428.52,182.55
7689.26,6,188.68,338.5
18286.34,12,850.52,308.41
21819.08,17,256.61,179.2
44449.01,5,508.76,144.04
19108.25,18,922.16,246.59
6707.13,18,942.93,485.63
27605.31,9,154.97,453.52
3761.54,5,396.3,374.38
5023.67,11,694.72,411.86
13171.5,14,102.2,433.5
48290.6,9,893.92,350.37
43046.9,14,789.29,129.63
17442.76,3,579.35,304.94
14036.27,18,153.78,371.74
33151.48,11,548.01,20.54
41000.03,5,150.04,394.5
35501.62,10,903.46,137.14
7103.94,3,691.74,209.43
9194.28,8,946.07,342.48
41825.63,8,139.05,243.43
30275.29,11,874.79,116.66
6166.13,18,371.64,485.87
13970.02,14,373.35,309.35
30272.0,8,862.14,104.04
38667.55,9,843.38,477.56
38592.85,19,316.15,148.92
36341.52,17,563.11,316.72
29512.92,6,689.5,190.93
41980.14,11,670.74,366.08
17174.96,4,632.93,459.29
29013.73,7,173.5,455.35
23852.57,15,260.78,485.76
28584.39,12,812.87,485.51
17312.5,4,45.98,58.29
49786.81,18,894.79,187.02
22286.88,9,757.58,97.27
45605.34,14,936.45,300.49
584.26,1,278.89,259.84
41579.0,15,901.72,428.12
2347.49,11,445.51,371.81
35309.55,13,145.54,431.95
20110.03,11,498.6,52.06
6650.58,15,302.69,163.42
45817.87,19,912.06,345.21
31052.73,13,299.86,0.9
12553.85,17,308.38,44.59
17160.15,2,844.2,382.78
45571.92,4,431.16,486.65
44840.43,6,758.63,203.0
10573.51,11,793.05,410.39
737.99,5,979.03,358.44
19576.15,11,179.67,110.14
16171.95,18,591.44,246.26
37058.49,2,947.48,406.69
20909.38,10,550.82,294.84
6461.52,7,107.72,300.97
31254.58,11,212.33,367.19
36957.62,10,680.32,174.6
22803.67,9,536.35,17.95
25833.89,19,822.83,19.72
38335.8,3,46.38,75.44
11932.91,15,358.95,380.23
26619.77,14,292.11,212.28
